friendlyName , address ,analysisURL
"CASS INFORMATION SYSTEMS, INC. (CASS) 10-K for FY, 2019","12444 POWERSCOURT DRIVE,ST. LOUIS,MO,63131","https://auditchain.finance/analysis/QmX7wFCV4jTXwU1dpUwHbizUQfFvWH59qfCGU4ikkvoACZ"
"CASS INFORMATION SYSTEMS, INC. (CASS) 10-Q for Q3, 2019","12444 POWERSCOURT DRIVE,ST. LOUIS,MO,63131","https://auditchain.finance/analysis/QmQYa8n3WZHMgZrZDSYtiEurDWxJ9RW35CaRXsZSNkJXsc"
"F5, Inc. (FFIV) 10-K for FY, 2022","801 5TH AVENUE,SEATTLE,WA,98104","https://auditchain.finance/analysis/QmeS3vGzgi631xXq1wQRSUaU6M867HDRGMLACFboKLY8kL"
"CASS INFORMATION SYSTEMS INC (CASS) 10-Q for Q2, 2019","12444 POWERSCOURT DRIVE,ST. LOUIS,MO,63131","https://auditchain.finance/analysis/QmZD9iADnyrHDG8u2tCADixJo8tcZyXiLXyHtLdfwVvA5y"
"Compass Minerals International, Inc. (CMP) 10-Q for Q3, 2022","9900 W. 109TH STREET,OVERLAND PARK,KS,66210","https://auditchain.finance/analysis/QmenLUTAWavcUAziKWYnwXMhfsZRy7A6EjAqacrUCqdaKC"
"COMMVAULT SYSTEMS INC (CVLT) 10-Q for Q2, 2023","1 COMMVAULT WAY,TINTON FALLS,NJ,07724","https://auditchain.finance/analysis/QmPNkofdjGzibx7hhrUDmnrpVyH6sLNTbxXiccjRD2CLQK"
"CASELLA WASTE SYSTEMS, INC. (CWST) 10-Q for Q3, 2022","25 GREENS HILL ROAD,RUTLAND,VT,05701","https://auditchain.finance/analysis/QmQPBSrcJfWtD2c8X2Pbx4Vqtts2iegLi9DYgY23N6aRaG"
"Astria Therapeutics, Inc. (ATXS) 10-Q for Q3, 2022","75 STATE STREET,BOSTON,MA,02109","https://auditchain.finance/analysis/QmYGYrE5ELadEVScVkhH2xYZKMCetHjTGDgeSro1xKbUBC"
"BALANCE LABS, INC. () 10-Q for Q3, 2022","1111 LINCOLN ROAD,MIAMI,FL,33139","https://auditchain.finance/analysis/QmTMkKcPGky9wUfPKYUdQRtaGh9MArRxLXx2ErFzwaNy3J"
"CATALYST PHARMACEUTICALS, INC. (CPRX) 10-Q for Q3, 2022","355 ALHAMBRA CIRCLE,CORAL GABLES,FL,33134","https://auditchain.finance/analysis/QmULXuM8i2oq9ZTbrPZJJPAu4xotTnGcFeEK11xiyfaDVc"
"BLINK CHARGING CO. (BLNK) 10-Q for Q3, 2022","407 LINCOLN ROAD, SUITE 704,MIAMI BEACH,FL,33139","https://auditchain.finance/analysis/QmdAdddCT7bkaYAHYEoBqHyVQS8XyHCPkWcwogj3tsGKDg"
"THE BANK OF NEW YORK MELLON CORPORATION (BK) 10-Q for Q3, 2022","240 GREENWICH STREET,NEW YORK,NY,10286","https://auditchain.finance/analysis/QmUSSULtkakaLHtuoUB1CcMFmwN9V8ZffyhMUH8qJxrjZk"
"BankFinancial CORP (BFIN) 10-Q for Q3, 2022","60 NORTH FRONTAGE ROAD,BURR RIDGE,IL,60527","https://auditchain.finance/analysis/QmeDJmLvccihnxYuD4E2g9evi6KYxgMwFT3gkkLqtQvjzU"
"Bankwell Financial Group, Inc. (BWFG) 10-Q for Q3, 2022","208 ELM STREET,NEW CANAAN,CT,06840","https://auditchain.finance/analysis/QmSVDwANa4Wv2yHmxvyxEo7w8UyQ7iG2pYCrYGbYSPuBHs"
"BankUnited, Inc. (BKU) 10-Q for Q3, 2022","14817 OAK LANE,MIAMI LAKES,FL,33016","https://auditchain.finance/analysis/QmXtM5D5fuoYWmZyrJy4VNDtV2w1f39rBBv7yBggfTsbHe"
"COMPUTER PROGRAMS AND SYSTEMS, INC (CPSI) 10-Q for Q3, 2022","6600 WALL STREET,MOBILE,AL,36695","https://auditchain.finance/analysis/QmdSf3qXhmyhPpK9Xawv8y375LK8wPYyyV5DHjqKzvTzdh"
"COMPUTER TASK GROUP, INCORPORATED (CTG) 10-Q for Q3, 2022","300 CORPORATE PARKWAY,AMHERST,NY,14226","https://auditchain.finance/analysis/QmbqDuCLqGwSiNmYN2rPRfJe1MG3W7VJZPW2JMd7mQskRx"
"COMPX INTERNATIONAL INC. (CIX) 10-Q for Q3, 2022","5430 LBJ FREEWAY,DALLAS,TX,75240-2620","https://auditchain.finance/analysis/QmQP948Zj67fNm8ksixHFo9Uy4uC3wyxwPZdHVsmEJyQu3"
"Carlyle Group Inc. (CG) 10-Q for Q3, 2022","C/O THE CARLYLE GROUP,WASHINGTON,DC,20004","https://auditchain.finance/analysis/QmbaumncpEtyLLsFUGgSVzfUrCoHXmnxCYREp22UVhTv4x"
"ARTISAN CONSUMER GOODS, INC. (ARRT) 10-Q for Q1, 2023","999 N NORTHLAKE WAY STE 203,SEATTLE,WA,98103","https://auditchain.finance/analysis/Qmf1JUHSooyyJRW5Qsizjx4hn5ZkEueAdKE1H4Qqvafh8Y"
"CARO HOLDINGS INC. () 10-Q for Q2, 2023","7 CASTLE STREET,SHEFFIELD,X0,S3 8LT","https://auditchain.finance/analysis/QmeW1T75MmEd4kKTEA2YG5Xs5PH56if5xTFTs3JHxsMUWZ"
"BROAD STREET REALTY, INC. (N/A) 10-Q for Q3, 2022","7250 WOODMONT AVE,BETHESDA,MD,20814","https://auditchain.finance/analysis/QmcStqUzLZGq1pogdfotYBTjj2tjgmuikVtoAsAiBDaN5M"
"Catalent, Inc. (CTLT) 10-Q for Q1, 2023","14 SCHOOLHOUSE ROAD,SOMERSET,NJ,08873","https://auditchain.finance/analysis/QmYn2sqe11FJPT2QGNa8PuGnpQoxtMCtrDq7Pb6yLDotxj"
"COMTECH TELECOMMUNICATIONS CORP /DE/ (CMTL) 10-Q for Q3, 2022","68 SOUTH SERVICE ROAD,MELVILLE,NY,11747","https://auditchain.finance/analysis/QmPjfteQHtszWZe6asVRuDauNP5zNv2kNFPqxRQMc5F7pP"
"DORIAN LPG LTD. (LPG) 10-Q for Q2, 2023","27 SIGNAL ROAD,STAMFORD,CT,06878","https://auditchain.finance/analysis/QmS3E5AU8HUf1xy2higr6nomF1pqZK8LQryTNnaUitrNCA"
"CATERPILLAR INC (CAT) 10-Q for Q3, 2022","5205 N. O'CONNOR BOULEVARD,IRVING,TX,75039","https://auditchain.finance/analysis/QmdMg8QpEtExYWc7VFeYaQ9GfXWh6W6187Htd7reMYoVoW"
"Concho Resources Inc. (CXO) 10-Q for Q3, 2020","600 W. ILLINOIS AVENUE,MIDLAND,TX,79701","https://auditchain.finance/analysis/QmTMYBJBYpktLtS3WXYR1gtTenCzQXaj3EwbFvBL8s6XWu"
"CB FINANCIAL SERVICES, INC. (CBFV) 10-Q for Q3, 2022","100 NORTH MARKET STREET,CARMICHAELS,PA,15320","https://auditchain.finance/analysis/QmcwCACqiPuqpLmj6KEtUE3QBc2Qjpftv7gRXfr5aCmNae"
"CBL & ASSOCIATES PROPERTIES, INC. (CBL) 10-Q for Q3, 2022","2030 HAMILTON PLACE BVLD, SUITE 500,CHATTANOOGA,TN,37421","https://auditchain.finance/analysis/QmPbs3aTEksxuNpBpDB5vaUNXdTWxmGPBBf9j97BW554Vo"
"CBRE GROUP, INC. (“CBRE”) 10-Q for Q3, 2022","2100 MCKINNEY AVENUE,DALLAS,TX,75201","https://auditchain.finance/analysis/QmNPYGyk7pnWyhTDEKeVaUmi9fxwtoj3uUpPzX8VdHdye2"
"FABRINET (FN) 10-Q for Q1, 2023","FABRINET WEST, INC.,SANTA CLARA,CA,95054","https://auditchain.finance/analysis/QmQjim3hzo7gR4JkJnQFFnuczRyaZoRXGTBH4JB7aPkef3"
"CDW CORP (CDW) 10-Q for Q3, 2022","200 N MILWAUKEE AVENUE,VERNON HILLS,IL,60061","https://auditchain.finance/analysis/QmTEgxFHU7M5CUA9TmqY7J56N6NhanxYrdi3oqZagGg6jn"
"1 800 FLOWERS COM INC (FLWS) 10-Q for Q1, 2022","TWO JERICHO PLAZA,JERICHO,NY,11753","https://auditchain.finance/analysis/QmT4sNNiika78bxmT9EX6QhZZfm36Kw3F47SiKN43GdcJ6"
"CEDAR FAIR, L.P. (FUN) 10-Q for Q3, 2022","ONE CEDAR POINT DRIVE,SANDUSKY,OH,44870","https://auditchain.finance/analysis/QmdqSya7YPmX5MZxVvGUQUTFUwibYdtm341daRMu6a5XUS"
"BENCHMARK ELECTRONICS, INC. (BHE) 10-Q for Q3, 2022","56 SOUTH ROCKFORD DRIVE,TEMPE,AZ,85281","https://auditchain.finance/analysis/QmQgtxdQgU5DjfJkAFFUvBhcD75hdRedGrNEVUBm4XeTwn"
"CONMED CORPORATION (CNMD) 10-Q for Q3, 2022","11311 CONCEPT BOULEVARD,LARGO,FL,33773","https://auditchain.finance/analysis/QmdPnFCHmrb2pyKE7KFzLv5WF9GaBFFXaj9psGTCoMiQi4"
"Fair Isaac Corp (FICO) 10-K for FY, 2022","5 WEST MENDENHALL,BOZEMAN,MT,59715","https://auditchain.finance/analysis/QmXJu5r3wsAG1xpS6wmr4Ejwwq8Vwj9LsbFoVtsrgjZJ8x"
"2U, INC. (TWOU) 10-Q for Q3, 2022","7900 HARKINS ROAD,LANHAM,MD,20706","https://auditchain.finance/analysis/QmfLWRLT7S1DQfZ62Z5g16rNhrzPqsmxwfEh8J2cqL2j2P"
"BERKSHIRE HATHAWAY ENERGY COMPANY () 10-Q for Q3, 2022","666 GRAND AVE,DES MOINES,IA,50309-2580","https://auditchain.finance/analysis/Qme1yFhsXqhZFMiujuXpk5dACaRUDosc2ooTQpLXpLoAFa"
"ConocoPhillips (COP) 10-Q for Q3, 2022","925 N. ELDRIDGE PARKWAY,HOUSTON,TX,77079","https://auditchain.finance/analysis/QmVKVtjG5KybzwDrjX3LuUv4wRYhNJocAjJ2jiYvVqssVP"
"CNX Resources Corporation (CNX) 10-Q for Q3, 2022","CNX CENTER,CANONSBURG,PA,15317","https://auditchain.finance/analysis/QmcVoti98Pt8DgnRyqmxC6cwgx7XEZbmf95e5p9PcxDCWB"
"THE CORETEC GROUP INC. () 10-Q for Q3, 2022","333 JACKSON PLAZA,ANN ARBOR,MI,48103","https://auditchain.finance/analysis/QmPLUAa2iL3YYMouvLV84QzzKrNwEa9QMKcJmC6eiYtMDt"
"CommScope Holding Company, Inc. (COMM) 10-Q for Q3, 2022","1100 COMMSCOPE PLACE, SE,HICKORY,NC,28602","https://auditchain.finance/analysis/QmbLYQcqs6NH84SrUnd2fA9YRrseWYYqB43eAAiw6jViFc"
"BERKSHIRE HILLS BANCORP, INC. (BHLB) 10-Q for Q3, 2022","60 STATE STREET,BOSTON,MA,02109","https://auditchain.finance/analysis/QmZsQbaamnHsNQfBT2cTySbRoaPRERTJoStHSXj2UBe2Py"
"CENTRAL GARDEN & PET CO (CENT) 10-K for FY, 2022","1340 TREAT BOULEVARD,WALNUT CREEK,CA,94597","https://auditchain.finance/analysis/QmZGavF1KiBAqEFjg1dcMq9VaZVWGw4xfxekwTFwqcpq89"
"CF BANKSHARES INC. (CFBK) 10-Q for Q3, 2022","C/O CFBANK,WORTHINGTON,OH,43085","https://auditchain.finance/analysis/QmZQSUzRLzWFjm9bLNyMxkU7zbPksEVVsXf8tFSLFXqCqS"
"THE CORETEC GROUP INC. () 10-Q for Q3, 2022","333 JACKSON PLAZA,ANN ARBOR,MI,48103","https://auditchain.finance/analysis/QmWabiLZAE1AatW8xhhCaEv1qLy2ouyLM3vTe1DJCV7qRf"
"Comstock Holding Companies, Inc. (CHCI) 10-Q for Q3, 2022","1900 RESTON METRO PLAZA, 10TH FLOOR,RESTON,VA,20190","https://auditchain.finance/analysis/QmVTMqHtdNbeP5NxHdJ1K4EkQnB1ttCkaSuDdJWzVsyD7h"
"Century Aluminum Company (CENX) 10-Q for Q3, 2022","1 SOUTH WACKER DRIVE,CHICAGO,IL,60606","https://auditchain.finance/analysis/QmZbTDGfqp8TH6gSHG4RCcTL5rm7jgxCQ99htsZP3Ryg2k"
"CENTURY CASINOS, INC. (CNTY) 10-Q for Q3, 2022","455 E. PIKES PEAK AVE,COLORADO SPRINGS,CO,80903","https://auditchain.finance/analysis/QmXPb6RVwUw1rGZkwB2BKcMECxcDMGLewoTUYzfx58Y6y3"
"CONCERT PHARMACEUTICALS, INC. (CNCE) 10-Q for Q3, 2022","65 HAYDEN AVENUE,LEXINGTON,MA,02421","https://auditchain.finance/analysis/QmSfDJbnxjZiQHjD7Fzq595f5Nfx3jwjhMb9U49QKWGbn4"
"FARMER BROTHERS CO (FARM) 10-Q for Q1, 2023","1912 FARMER BROTHERS DRIVE,NORTHLAKE,TX,76262","https://auditchain.finance/analysis/QmNt4VThTTsmcwhcMMWDyLCkmu9tDAxm9BJ8XyEubDjD59"
"Conifer Holdings, Inc. ( CNFR) 10-Q for Q3, 2022","3001 WEST BIG BEAVER ROAD,TROY,MI,48084","https://auditchain.finance/analysis/QmdwAnhToCUnxf9QYockug8bb5JUS4ZsxDj9vSu6hh6BVd"
"CERES TACTICAL COMMODITY L.P. () 10-Q for Q3, 2022","C/O CERES MANAGED FUTURES LLC,NEW YORK,NY,10036","https://auditchain.finance/analysis/QmNY9xqrdsmqA8bZ3JFiKx9UhNAmWT695NQtvam3DqU9hv"
"ABIOMED, INC. (ABMD) 10-Q for Q2, 2023","22 CHERRY HILL DR,DANVERS,MA,01923","https://auditchain.finance/analysis/QmWAzKv3NBhWWBRdBKx2esn6xuyTkoNBLqDE35AUJMzkon"
"Cathay General Bancorp (CATY) 10-Q for Q3, 2022","777 N BROADWAY,LOS ANGELES,CA,90012","https://auditchain.finance/analysis/QmcsWR3n8dwii1FyUdpyomQzYhnHCrPZm2BbtRs3yBjbgS"
"ContraFect Corporation (CFRX) 10-Q for Q3, 2022","28 WELLS AVENUE,YONKERS,NY,10701","https://auditchain.finance/analysis/Qmd4FDT2dMpXBQMkpkGb4exA7Jqi6W6uTuA7gbS6d5Zneh"
"CELLDEX THERAPEUTICS, INC. (CLDX) 10-Q for Q3, 2022","53 FRONTAGE ROAD,HAMPTON,NJ,08827","https://auditchain.finance/analysis/QmeJvuspucbwADCmMqnekY4adjxgLFNB6a9vvAqb15UTLn"
"COPART, INC. (CPRT) 10-Q for Q1, 2023","14185 DALLAS PARKWAY,DALLAS,TX,75254","https://auditchain.finance/analysis/QmUBBfpJ5TtuNkgx9jMoWnuguFpDURPVyGMkkQdDx2fZgv"
"Cellectar Biosciences, Inc. (CLRB) 10-Q for Q3, 2022","100 CAMPUS DRIVE,FLORHAM PARK,NJ,07932","https://auditchain.finance/analysis/QmTrdBJY5JbpcZwVM3VvCPRmdazNDUwRRuBze6aRNSSkZR"
"Imunon, Inc. (IMNN) 10-Q for Q3, 2022","997 LENOX DRIVE,LAWRENCEVILLE,NJ,08648","https://auditchain.finance/analysis/QmWqL8DH3iwypDTUqT2UKhn7j4C4nkw6jc1kLXv2ka23AN"
"ABCO ENERGY, INC. (ABCE) 10-Q for Q3, 2022","2505 N. ALVERNON WAY,TUCSON,AZ,85712","https://auditchain.finance/analysis/QmRps4DTxB8ixJRkVWF8jd3b2nqqn6nLKw8E5PiqXqqFan"
"CORE MOLDING TECHNOLOGIES, INC. (CMT) 10-Q for Q3, 2022","800 MANOR PARK DRIVE,COLUMBUS,OH,43228","https://auditchain.finance/analysis/QmbL3y9upFVpapjYvWoAMJAs8PyfRkTpp1cQ96dfmE76EU"
"CORVEL CORPORATION (CRVL) 10-Q for Q2, 2022","2010 MAIN STREE,IRVINE,CA,92614","https://auditchain.finance/analysis/QmYrWkb8LHVwGNmebRy3QNqaZQaQ4oFuUxPik7YpDKSWUj"
"ABIOMED, INC. (ABMD) 10-Q for Q2, 2023","22 CHERRY HILL DR,DANVERS,MA,01923","https://auditchain.finance/analysis/QmeHeibdsqGJa41QtbKusRjewSMr6qgvJxq7wFH5eAxvpd"
"Century Communities, Inc. (CCS) 10-Q for Q3, 2022","8390 E. CRESCENT PKWY., SUITE 650,GREENWOOD VILLAGE,CO,80111","https://auditchain.finance/analysis/QmY7CEkKzGNQi1zS4CjyAdR1Lx8WF5DjGyDanZmYsUGaAP"
"Acacia Research Corporation (ACTG) 10-Q for Q3, 2022","767 3RD AVENUE, 6TH FLOOR,NEW YORK,NY,10017","https://auditchain.finance/analysis/QmTojixDFk9zqUhcK36FkPYVi2uAtAPtQ4S4xp5xc23Mba"
"PRIMO WATER CORP (PRMW) 10-Q for Q3, 2022","1150 ASSEMBLY DR.,TAMPA,FL,33607","https://auditchain.finance/analysis/QmaZTX4h5Gmm73d8LJMDKgPSyCWK4MHRcjcHJ9KvpEeaMC"
"CPI AEROSTRUCTURES, INC. (CVU) 10-Q for Q3, 2022","200A EXECUTIVE DR,EDGEWOOD,NY,11717","https://auditchain.finance/analysis/QmQAQwzibb2sekuJmBzVNxDav68HDSgMNKQxfZmWTVFXeS"
"ACCO Brands Corporation (ACCO) 10-Q for Q3, 2022","FOUR CORPORATE DRIVE,LAKE ZURICH,IL,60047","https://auditchain.finance/analysis/QmYuwgFUACzJ2bP8qMapoeqWEBtssFHc83qjM4hJQHE9JM"
"ACELRX PHARMACEUTICALS INC (ACRX) 10-Q for Q3, 2022","25821 INDUSTRIAL BOULEVARD,HAYWARD,CA,94545","https://auditchain.finance/analysis/QmS65PxeyRM8zybG9ykrqDp6HVSSjjAUyEH45e33dwg97t"
"AMETEK, Inc. (AME) 10-Q for Q3, 2022","1100 CASSATT ROAD,BERWYN,PA,19312","https://auditchain.finance/analysis/QmYVUG3akgBxxvxR7ytsuzYKjaACgYmDRmVUZi9daxH6AA"
"ACME UNITED CORP (ACU) 10-Q for Q3, 2022","1 WATERVIEW DRIVE,SHELTON,CT,06484","https://auditchain.finance/analysis/QmNXGhhWKinGVdkFQR7hjjhCyd7TwTXoEJgT3zotn2KYM4"
"Amicus Therapeutics, Inc. (FOLD) 10-Q for Q3, 2022","3675 MARKET STREET,PHILADELPHIA,PA,19104","https://auditchain.finance/analysis/QmZSPXwM4zxGZdpnDu8igEnEqM9cUji3NDeNRjHej1KLr5"
"AMMO, Inc. (POWW) 10-Q for Q2, 2022","7681 E. GRAY RD,SCOTTSDALE,AZ,85260","https://auditchain.finance/analysis/QmT2hcoSVC3Kav3r6PkXByE8Y8fTNjFNM3vZnSUS17wedg"
"AMN HEALTHCARE SERVICES, INC. (AMN) 10-Q for Q3, 2022","8840 CYPRESS WATERS BOULEVARD,DALLAS,TX,75019","https://auditchain.finance/analysis/QmTq5FPLA3mz8C661FDeioq6GTtmGt7PAam6tkrQW41cRY"
"ACORN ENERGY, INC. () 10-Q for Q3, 2022","1000 N WEST STREET, SUITE 1200,WILMINGTON,DE,19801","https://auditchain.finance/analysis/QmXeDosKjxXEaLxj8JbTs1EPUyV5yC8puQJVYUaSrYuyiH"
"BIG 5 SPORTING GOODS CORPORATION (BGFV) 10-Q for Q3, 2022","2525 EAST EL SEGUNDO BOULEVARD,EL SEGUNDO,CA,90245-4632","https://auditchain.finance/analysis/QmaQB4TEjA4CvN3rUnMs1YmDgA3DAqmbScLJXPFe2G6Ff7"
"AMPHENOL CORPORATION (APH) 10-Q for Q3, 2022","358 HALL AVE,WALLINGFORD,CT,06492","https://auditchain.finance/analysis/QmbsSaEv3n3WHRyWnLw76MHMKsahGqfQHfRTYdBy6PGgyg"
"ACCELERATE DIAGNOSTICS, INC. (AXDX) 10-Q for Q3, 2022","3950 S. COUNTRY CLUB ROAD #470,TUCSON,AZ,85714","https://auditchain.finance/analysis/QmZeRjVcyQ2E1r2ykUctMnj3hX4LMtGrBRvMs5ATW3Yes4"
"AngioDynamics, Inc. (ANGO) 10-Q for Q1, 2023","14 PLAZA DRIVE,LATHAM,NY,12110","https://auditchain.finance/analysis/QmaWkUu8ELaFswpQCReutQUN6Hqsyd47DGQHzY9Kc1rfKz"
"Aclaris Therapeutics, Inc. (ACRS) 10-Q for Q3, 2022","640 LEE ROAD,WAYNE,PA,19087","https://auditchain.finance/analysis/QmcPFyFWJMETS1Vun75QunHPBPD7E6gRC5eW2VDQqfaBo7"
"ANI PHARMACEUTICALS, INC (ANIP) 10-Q for Q3, 2022","210 MAIN STREET WEST,BAUDETTE,MN,56623","https://auditchain.finance/analysis/QmaBxczw8Y8PhrdM4PcQ9i8ZFoTfoy37fToH5AHPHato9n"
"ANNALY CAPITAL MANAGEMENT INC (NLY) 10-Q for Q3, 2022","1211 AVENUE OF THE AMERICAS,NEW YORK,NY,10036","https://auditchain.finance/analysis/QmUysTSqf1rsFnGmidugQRmGZv4Vu79mCST8nhAeNpdMqh"
"ANTERO RESOURCES CORPORATION (AR) 10-Q for Q3, 2022","1615 WYNKOOP STREET,DENVER,CO,80202","https://auditchain.finance/analysis/QmehFQMoSRzUNeTQgHAarpKK81bqpVedvzCtBK2DbF6pex"
"ADAMS RESOURCES & ENERGY, INC. (AE) 10-Q for Q3, 2022","17 S. BRIAR HOLLOW LN.,HOUSTON,TX,77027","https://auditchain.finance/analysis/QmVNLAgtdq2KnG9vctmrX7PM8AQcc6dhFFyns3z9g4ZX2D"
"Apartment Investment and Management Company (AIV) 10-Q for Q3, 2022","4582 SOUTH ULSTER STREET,DENVER,CO,80237","https://auditchain.finance/analysis/QmUirwVkAjuuqnPLZgsrCLNQ4t6zhU1aia815ZcBL3Q1qJ"
"REGIONAL HEALTH PROPERTIES, INC. (RHE) 10-Q for Q3, 2022","454 SATELLITE BLVD,SUWANEE,GA,30024","https://auditchain.finance/analysis/QmcsuiAyL45RsnWCtizGGtiVM9Agqx33KKmKszZb8jbEG2"
"ADDvantage Technologies Group, Inc. () 10-Q for Q3, 2022","1221 E. HOUSTON,BROKEN ARROW,OK,74012","https://auditchain.finance/analysis/QmPL6JMDvh6rgDnaJ6NqPtjfZ7hqLK8KZC1wsgUBQcpHh7"
"ADM ENDEAVORS, INC. () 10-Q for Q3, 2022","5941 POSEY LANE,HALTOM CITY,TX,76117","https://auditchain.finance/analysis/QmURnQVkBeWQfx5v4vyQ4aP66JX9E8SEemMY4LdoJVWJmE"
"Apple Inc. (AAPL) 10-K for FY, 2022","ONE APPLE PARK WAY,CUPERTINO,CA,95014","https://auditchain.finance/analysis/QmUEdFgUEiD3n2wWRwnsjxspzVmrUN8JaprPRNe6BNiM1r"
"ADTRAN Holdings, Inc. (ADTN) 10-Q for Q3, 2022","901 EXPLORER BLVD,HUNTSVILLE,AL,35806","https://auditchain.finance/analysis/QmWraTwd8EqWCpQB3pgutWCcTBjHG8zKArkVQUhpuP9VVk"
