friendlyName , address ,analysisURL
"CENTRAL VALLEY COMMUNITY BANCORP (CVCY) 10-Q for Q3, 2022","7100 N. FINANCIAL DRIVE, #101,FRESNO,CA,93720","https://alpha.auditchain.finance/analysis/Qmf2W8KDdz8xkFrb9kcw1hrhSYXYiCvpeSER6FXkAreMZk"
"COMPASS DIVERSIFIED HOLDINGS (CODI) 10-Q for Q3, 2022","301 RIVERSIDE AVENUE,WESTPORT,CT,06880","https://alpha.auditchain.finance/analysis/QmcYG7ZfaVnota6G7EYS5PgTNV3Kzbf4Dv6P4af4K2WbBt"
"Histogen Inc. (HSTO) 10-Q for Q3, 2022","10655 SORRENTO VALLEY ROAD,San Diego,CA,92121","https://alpha.auditchain.finance/analysis/QmSe8nMbRmhpBw3BLpJz9yh88o99kjfrWUB5uq3VfMPJKv"
"LUMEN TECHNOLOGIES, INC. (LUMN) 10-Q for Q3, 2022","P O BOX 4065,MONROE,LA,71203","https://alpha.auditchain.finance/analysis/QmcdK7ehfqpkuQxt1QaLAG13RPLTzWYoWUzF5aaHhPMEDT"
"CONSOLIDATED COMMUNICATIONS HOLDINGS, INC. (CNSL) 10-Q for Q3, 2022","121 SOUTH 17TH STREET,MATTOON,IL,61938","https://alpha.auditchain.finance/analysis/QmZChLax9WeyQRtcsTk4DvZSfaHyjffZERYcH7zSApwifv"
"DARÉ BIOSCIENCE, INC. (DARE) 10-Q for Q3, 2022","3655 NOBEL DRIVE,SAN DIEGO,CA,92122","https://alpha.auditchain.finance/analysis/QmWhCwz5AykbCudQqg37YVWRh2U3r1GBR2WF3ALeggp6C8"
"CONSUMER PORTFOLIO SERVICES, INC. (CPSS) 10-Q for Q3, 2022","19500 JAMBOREE ROAD,IRVINE,CA,92612","https://alpha.auditchain.finance/analysis/QmT7UbWmZjz5BAmHViUSbgNuJm6SLRuWiwUL8XQTBVFo21"
"THE CATO CORP (CATO) 10-Q for Q3, 2022","8100 DENMARK ROAD,CHARLOTTE,NC,28273-5975","https://alpha.auditchain.finance/analysis/QmcPeB9SBgp5bjzk2qJTA22HAPSpv6Un4WXJXHA8rwaZjR"
"COOL TECHNOLOGIES, INC. () 10-Q for Q3, 2022","8875 HIDDEN RIVER PARKWAY,TAMPA,FL,33637","https://alpha.auditchain.finance/analysis/Qma4hifheTwma8UedpzQE6si87noYnjrnmR2xvwn66poXA"
"AMERICAN CANNABIS COMPANY, INC. () 10-Q for Q3, 2022","200 UNION ST.,LAKEWOOD,CO,80228","https://alpha.auditchain.finance/analysis/QmZ7wNJaYZo573g3NZH2LR9HeNqdS9BxybgBohppVc1UWA"
"STABILIS SOLUTIONS, INC. (SLNG) 10-Q for Q3, 2022","11750 KATY FREEWAY,HOUSTON,TX,77079","https://alpha.auditchain.finance/analysis/QmPUWjJSB66WzmjVAK4jBmz6DjprxYb1GGw6BExzC1k8n7"
"PERMIAN RESOURCES CORPORATION (PR) 10-Q for Q3, 2022","1001 SEVENTEENTH STREET,DENVER,CO,80202","https://alpha.auditchain.finance/analysis/Qmeuknn7HxPeFuahaGKLiqqsTu8Y2oUMHNov5479TbkiyM"
"FASTENAL CO (FAST) 10-Q for Q3, 2022","2001 THEURER BLVD,WINONA,MN,55987","https://alpha.auditchain.finance/analysis/QmbDUZ81wzADoBiUgB458dGin8QRfC9VRJVButLcqTNEAZ"
"STABILIS SOLUTIONS, INC. (SLNG) 10-Q for Q3, 2022","11750 KATY FREEWAY,HOUSTON,TX,77079","https://alpha.auditchain.finance/analysis/QmNug8rYJ3KTnY3Vt8vQqVbNQt7zuMyd5xbyLbNEaY6ZEf"
"CORNING INC /NY (GLW) 10-Q for Q3, 2022","ONE RIVERFRONT PLAZA,CORNING,NY,14831","https://alpha.auditchain.finance/analysis/QmVswqm53q6sxwJd2HSmG8mfULjHzFp23nkmRd9n9nY1bP"
"ABRAXAS PETROLEUM CORP (AXAS) 10-Q for Q3, 2022","18803 MEISNER DRIVE,SAN ANTONIO,TX,78258","https://alpha.auditchain.finance/analysis/QmStktT8FftEBSkot5mRvtPHE7U4UnGdTrbFXqozPzHi1C"
"AMERICAN HOMES 4 RENT (AMH) 10-Q for Q3, 2022","280 PILOT ROAD,LAS VEGAS,NV,89119","https://alpha.auditchain.finance/analysis/QmfDnhrW4PZJcqHGR69pgSARRLQe94j19Ke48yUp4yiGka"
"CFN ENTERPRISES INC. () 10-Q for Q3, 2022","600 E. 8TH STREET,WHITEFISH,MT,59937","https://alpha.auditchain.finance/analysis/QmVJ12PvwHUS86mpJNSBh8YQrkzLLAmvzAXszvf5eztvKs"
"COUSINS PROPERTIES INC (CUZ) 10-Q for Q3, 2022","3344 PEACHTREE ROAD, NE,ATLANTA,GA,30326","https://alpha.auditchain.finance/analysis/QmZz9pjE7ETRnHeMBPiTcQvWDMQBVPC2bMw7Z1WjEaepeG"
"AMERICAN WATER WORKS COMPANY, INC. (AWK) 10-Q for Q3, 2022","1 WATER STREET,CAMDEN,NJ,08102-1658","https://alpha.auditchain.finance/analysis/QmUbYA7ZwZQHynsNyqSWfiqcmVvWFd9X72Mq1sYXrTksZD"
"AMERISOURCEBERGEN CORP (ABC) 10-K for FY, 2022","1 WEST FIRST AVENUE,CONSHOHOCKEN,PA,19428","https://alpha.auditchain.finance/analysis/QmSjc5W6euKoeunCbuXKudUrkqvyt2gQMxc6TmkTSrNvYN"
"ACNB CORPORATION (ACNB) 10-Q for Q3, 2022","16 LINCOLN SQUARE,GETTYSBURG,PA,17325","https://alpha.auditchain.finance/analysis/QmWTMZJrWNwwW8BtLvHuMfiBmGTfPEaT7bfDeVyDgDY8mz"
"AMREP CORP. (AXR) 10-Q for Q1, 2023","850 WEST CHESTER PIKE,HAVERTOWN,PA,19083","https://alpha.auditchain.finance/analysis/QmaMn2S3hvCJTuxGsqz7kZu5FJhZBvSzHDe65ZL46zoJRo"
"AMYRIS, INC. (AMRS) 10-Q for Q3, 2022","5885 HOLLIS STREET, SUITE 100,EMERYVILLE,CA,94608","https://alpha.auditchain.finance/analysis/QmaRmshNKZg2SqB9X7t2V9yK5i4AWiRDoDYkpDRKygWJeD"
"Analog Devices, Inc. (ADI) 10-Q for Q3, 2022","ONE ANALOG WAY,WILMINGTON,MA,01887","https://alpha.auditchain.finance/analysis/QmX23GDLyV76CqVPmoKdeiTo1pnvN6U4dnaaavWxqmHtWx"
"Acadia Healthcare Company, Inc. (ACHC) 10-Q for Q3, 2022","6100 TOWER CIRCLE,FRANKLIN,TN,37067","https://alpha.auditchain.finance/analysis/QmUBHY9KndCAJoJL2cu2SvYemPLkUVGpXhzRkCYYq2CDhQ"
"ANTARES PHARMA, INC. (ATRS) 10-Q for Q1, 2022","100 PRINCETON SOUTH,EWING,NJ,08628","https://alpha.auditchain.finance/analysis/QmaxorKTjBoe1MMpMKFmwBthwvxpyh9FidHgQzVTcT9db2"
"LiveRamp Holdings, Inc. (RAMP) 10-Q for Q2, 2023","225 BUSH STREET,SAN FRANCISCO,CA,94104","https://alpha.auditchain.finance/analysis/QmRo1y7cNApu7GPuunh3csSA98j12rZL81dRbiHQjfy3BX"
"LEAFBUYER TECHNOLOGIES, INC. () 10-Q for Q1, 2023","6888 S. CLINTON STREET, SUITE 300,GREENWOOD VILLAGE,CO,80112","https://alpha.auditchain.finance/analysis/QmcyquJcT8i7t2ehb9YzN4Fp5mnuTpzsW3myTTY8foS1co"
"ADAMIS PHARMACEUTICALS CORP (ADMP) 10-Q for Q3, 2022","11682 EL CAMINO REAL,SAN DIEGO,CA,92130","https://alpha.auditchain.finance/analysis/QmP16t9CTgkJ86mUiYf3xd2TccJQNFPSvgkAJffnPX8jkQ"
"APACHE CORPORATION () 10-Q for Q3, 2022","2000 POST OAK BLVD,HOUSTON,TX,77056-4400","https://alpha.auditchain.finance/analysis/QmUoiSJo76bWaTHDznX5dh4NxYhRyc5uDXG7q1ZgXBJV5H"
"APOGEE ENTERPRISES, INC. (APOG) 10-Q for Q2, 2023","4400 WEST 78TH STREET,MINNEAPOLIS,MN,55435","https://alpha.auditchain.finance/analysis/QmVroEerqUj7YJf251pRB9XLsCnMy8L6aWjcQ4MZmuU9ox"
"AMERIS BANCORP (ABCB) 10-Q for Q3, 2022","3490 PIEDMONT RD,ATLANTA,GA,30305","https://alpha.auditchain.finance/analysis/QmSc831gJcYvMsyFdzDoFGdfzst7rXPze5GMM7Dw66VhZ9"
"AMPIO PHARMACEUTICALS, INC. (AMPE) 10-Q for Q3, 2022","373 INVERNESS PARKWAY,ENGLEWOOD,CO,80112","https://alpha.auditchain.finance/analysis/QmZXRnzgBGLh5fPGigiq6ktgnsZPH5kA8DahKmeqhL6UVL"
"Anika Therapeutics, Inc. (ANIK) 10-Q for Q3, 2022","32 WIGGINS AVENUE,BEDFORD,MA,01730","https://alpha.auditchain.finance/analysis/QmPYLnaAsJHVgHyHy1vEyPpopXP2FsiCMPzKx2dwUibGgd"
"ELEVANCE HEALTH, INC. (ELV) 10-Q for Q3, 2022","220 VIRGINIA AVENUE,INDIANAPOLIS,IN,46204","https://alpha.auditchain.finance/analysis/QmcFh3m4SH98TK5hZxDmiR9FkG8KhSpemWEHGu55W6Af6z"
"Apollo Commercial Real Estate Finance, Inc. (ARI) 10-Q for Q3, 2022","C/O APOLLO GLOBAL MANAGEMENT, LLC,NEW YORK,NY,10019","https://alpha.auditchain.finance/analysis/Qmd8u9q5twiudZyZ5rkyKeG5RfTQSeAo9vdo3CVpre1jv2"
"CHART INDUSTRIES, INC. (GTLS) 10-Q for Q3, 2022","2200 AIRPORT INDUSTRIAL DRIVE,BALL GROUND,GA,30107","https://alpha.auditchain.finance/analysis/QmX8rAckdx8qsnf7jMc4oTLoT7tnkP1ygMsYGSx8bUJgAS"
"Charter Communications, Inc. (CHTR) 10-Q for Q3, 2022","400 ATLANTIC STREET,STAMFORD,CT,06901","https://alpha.auditchain.finance/analysis/QmaGqbAjx3yBDaD52MkNSRWCyjNAV3scmUbMSQ8xFT8BWn"
"CHASE PACKAGING CORPORATION () 10-Q for Q3, 2022","PO BOX 126,RUMSON,NJ,07760","https://alpha.auditchain.finance/analysis/QmS3E6kCLq39Ag1Yk8T4ajEGVMxzRDENvDD4tPoqa9jRVg"
"THE CHEESECAKE FACTORY INCORPORATED (CAKE) 10-Q for Q3, 2022","26901 MALIBU HILLS RD,CALABASAS HILLS,CA,91301","https://alpha.auditchain.finance/analysis/QmWFGhoMZsGZVf6n4PsSNUTH5siFuDGoeefW1M3K4eDTGb"
"APPYEA, Inc. () 10-Q for Q3, 2022","777 MAIN STREET,FORT WORTH,TX,76102","https://alpha.auditchain.finance/analysis/QmSg8mvBZnfTpXwJbXVauv72iuNd9n7CeCbwsx6P7pmRA1"
"BIO KEY INTERNATIONAL INC (BKYI) 10-Q for Q3, 2022","3349 HIGHWAY 138,WALL,NJ,07719","https://alpha.auditchain.finance/analysis/QmTD7JdBLHVRX752QCwrHUCFHrcPqCCh6TC1LHQg92jCUC"
"CHESAPEAKE UTILITIES CORP (CPK) 10-Q for Q3, 2022","500 ENERGY LANE,DOVER,DE,19901","https://alpha.auditchain.finance/analysis/QmdyXW7fYZ37nCBKDSKZpv2QG9dMW3iLyjkm35XFTTsPvd"
"Chevron Corp (CVX) 10-Q for Q3, 2022","6001 BOLLINGER CANYON ROAD,SAN RAMON,CA,94583","https://alpha.auditchain.finance/analysis/QmZbvYHsEvPySp7ndLJTVNVCfy13qUDT3TJYxURntUvLXf"
"BioAdaptives Inc. () 10-Q for Q3, 2022","2620 REGATTA DRIVE,LAS VEGAS,NV,89128","https://alpha.auditchain.finance/analysis/QmWYqY6fFA3yJ1HdiobnftH9pHq6H6uFPbFMFRDasiBmNA"
"China Automotive Systems, Inc. (CAAS) 10-Q for Q3, 2022","NO. 1, HENGLONG ROAD,HUBEI PROVINCE,F4,XXXXX","https://alpha.auditchain.finance/analysis/QmSP5HosMY7A1FnGXV3UgCnxVU5hWYQyPURQweLMwyDqbh"
"ARCBEST CORPORATION (ARCB) 10-Q for Q3, 2022","8401 MCCLURE DRIVE,FORT SMITH,AR,72916","https://alpha.auditchain.finance/analysis/Qmf5YiFpnsTWRxPS589yegPrNzndnrrAUzDbs71XnWoMd8"
"China Changjiang Mining & New Energy Company, Ltd. () 10-Q for Q3, 2022","ROOM 1907, NO. 1038 WEST NANJING ROAD,SHANGHAI,F4,200041","https://alpha.auditchain.finance/analysis/QmdeLNQHdErFFPSrYb9BNtTMg4nguug3QDMLcxp6buxq4B"
"ARCH CAPITAL GROUP LTD. (ACGL) 10-Q for Q3, 2022","WATERLOO HOUSE, GROUND FLOOR,PEMBROKE,D0,HM 08","https://alpha.auditchain.finance/analysis/QmeNUuDigj1YNFEXXuZ9yJPG1MaGGpbLdyEVPFPspJAuFm"
"Cheniere Energy Partners, L.P. (CQP) 10-Q for Q3, 2022","700 MILAM ST.,HOUSTON,TX,77002","https://alpha.auditchain.finance/analysis/QmaKey8Dmsc5sADmpCweWnq1PAH2sLEvN8ZxyMW2q2qsc3"
"BIOETHICS, LTD. () 10-Q for Q3, 2022","1661 LAKEVIEW CIRCLE,OGDEN,UT,84403","https://alpha.auditchain.finance/analysis/QmdZY7nKyWExG8zqJXSq4TwZsY24tGybcVSvepCCEgFhAz"
"TARGET GROUP INC. (CBDY) 10-Q for Q3, 2022","55 ADMINISTRATION ROAD, UNIT 13,VAUGHAN,A6,L4K-4G9","https://alpha.auditchain.finance/analysis/QmTTAC2dT4uQFqkQQRTqSmYEUfGr5F77GtakVYg9J2HNE5"
"ARES MANAGEMENT CORPORATION (ARES) 10-Q for Q3, 2022","2000 AVE OF THE STARS,LOS ANGELES,CA,90067","https://alpha.auditchain.finance/analysis/QmUKKY6Gk2fM2ZQYDb87TRf5iuasMQrUvdyjJTbdHmYkrj"
"TD Holdings, Inc. (GLG) 10-Q for Q3, 2022","25TH FL, BLOCK C, TAIRAN BUILDING, NO 31,GUANGDONG,F4,PRC 518000","https://alpha.auditchain.finance/analysis/QmZupfi1SKZZip6Jk4Cz5UV2ZXxcuTSyua8cW2C7Dgxka5"
"Tengjun Biotechnology Corp. () 10-Q for Q3, 2022","FOOD INDUSTRY ECONOMIC AND TECHNOLOGY,JINING, SHANDONG,F4,214028","https://alpha.auditchain.finance/analysis/QmWq4iLbwCUEsUciD2vpVuCYsKhLSm3qCnmD85X9GJKULT"
"CHS Inc. (CHSCP) 10-K for FY, 2022","5500 CENEX DRIVE,INVER GROVE HEIGHTS,MN,55077","https://alpha.auditchain.finance/analysis/QmQZ9iL9tZ3Ghn6MSKNsL45MXGHrYUQaRgTD5sVY6z3XdZ"
"Churchill Downs Inc (CHDN) 10-Q for Q3, 2022","600 N HURSTBOURNE PKWY,LOUISVILLE,KY,40222-5389","https://alpha.auditchain.finance/analysis/QmYVV2jm3xobh5nWPhmWxdKrCR7dZsbmWVNTz6ZLF5uNbL"
"ADVANCED DRAINAGE SYSTEMS, INC. (WMS) 10-Q for Q2, 2023","4640 TRUEMAN BOULEVARD,HILLIARD,OH,43026","https://alpha.auditchain.finance/analysis/QmZpzfStZPvRKgLXntEx5GpG6jijdQy5rZeRHmgMfpdRuM"
"Aqua Metals, Inc. (AQMS) 10-Q for Q3, 2022","2500 PERU DR.,MCCARRAN,NV,89437","https://alpha.auditchain.finance/analysis/QmPDVfL1xuqYHdWg43Fnbns7irRFqCCaF5SSG67sysPzpK"
"VIVOS INC () 10-Q for Q3, 2022","719 JADWIN AVENUE,RICHLAND,WA,99352","https://alpha.auditchain.finance/analysis/QmXR7x8x9HLDNd3ZfZZnCjwvpRQ2Zjq82aX3M3Ga47FRH6"
"Cimpress plc (CMPR) 10-Q for Q1, 2023","BUILDING D, XEROX TECHNOLOGY PARK,DUNDALK, COUNTY LOUTH,L2,A91 H9N9","https://alpha.auditchain.finance/analysis/QmXqBsjsC9bKVu5aGHxjeCVrhVjKZHB1njR1eAjqoypuud"
"Cinemark Holdings, Inc. (CNK) 10-Q for Q3, 2022","3900 DALLAS PARKWAY,PLANO,TX,75093","https://alpha.auditchain.finance/analysis/QmRpqbVicrTRcF2QMRZP9bNpFY4Fpk85ZJ8CKq4Vhq6NAL"
"CIRCOR INTERNATIONAL, INC (CIR) 10-Q for Q3, 2022","C/O CIRCOR INC,BURLINGTON,MA,01803-4238","https://alpha.auditchain.finance/analysis/QmcMVVJFsgR9XXsh121EGNEWDeJD8z5hV7meeQRqnRZnQg"
"Arem Pacific Corporation () 10-Q for Q1, 2023","47 MOUNT PLEASANT ROAD,NUNAWADING, VICTORIA,C3,3131","https://alpha.auditchain.finance/analysis/QmS7MiQvopCirAWrKEhzzAtpBvDg8phZNHULvb6RTnEvvm"
"ARVANA INC. () 10-Q for Q3, 2022","299 S. MAIN STREET,SALT LAKE CITY,UT,84111","https://alpha.auditchain.finance/analysis/QmQWqRnynTU9bVZAJxEa1NYQxyEaKRxzfQ1TPLbPu2sjks"
"ZW Data Action Technologies Inc. (CNET) 10-Q for Q3, 2022","NO.3 MIN ZHUANG ROAD, BUILDING 6,,HAIDIAN DISTRICT, BEIJING,,F4,100195","https://alpha.auditchain.finance/analysis/QmWjxCK4NcdV3gkrGjnxPg5tzeWDY8ZBD4TCZHynhdF9Uw"
"BELLICUM PHARMACEUTICALS, INC. (BLCM) 10-Q for Q3, 2022","3730 KIRBY DRIVE,HOUSTON,TX,77098","https://alpha.auditchain.finance/analysis/QmTUsrTJT2YgWveMaTHxgE3bkkxtKcxtjzUdbDS3RxmzY3"
"ASBURY AUTOMOTIVE GROUP, INC. (ABG) 10-Q for Q3, 2022","2905 PREMIERE PARKWAY NW,DULUTH,GA,30097","https://alpha.auditchain.finance/analysis/QmRW33BTYKtcobG5Bm1Npt97Fh31N7yA2PEYy2ZfNyZkwD"
"ASSEMBLY BIOSCIENCES, INC. (ASMB) 10-Q for Q3, 2022","331 OYSTER POINT BLVD.,SOUTH SAN FRANCISCO,CA,94080","https://alpha.auditchain.finance/analysis/QmNfTeQeBrci4mzLcP2ZphsDfRtJvhXJEszfs1zyhWxUAo"
"BERGIO INTERNATIONAL, INC. () 10-Q for Q3, 2022","12 DANIEL ROAD,EAST FAIRFIELD,NJ,07004","https://alpha.auditchain.finance/analysis/QmWMQwKDeuHY7CYzvuuJ35j3nLUjRWsj1BBPjTBsQT2Myt"
"ASSURED GUARANTY LTD. (AGO) 10-Q for Q3, 2022","30 WOODBOURNE AVE,HAMILTON BERMUDA,D0,HM08","https://alpha.auditchain.finance/analysis/QmarXpcsTidDNXKEaEoKqUKSopfNEhwAc5i3U1ryt3edG8"
"ATEL 14, LLC () 10-Q for Q3, 2022","THE TRANSAMERICA PYRAMID,SAN FRANCISCO,CA,94111","https://alpha.auditchain.finance/analysis/QmW7X54ZK1tHrSmgmqHiU4Qe7GypuZTmoxhk6eXNYLVAby"
"ATEL 16, LLC () 10-Q for Q3, 2022","THE TRANSAMERICA PYRAMID,SAN FRANCISCO,CA,94111","https://alpha.auditchain.finance/analysis/QmZrcSbZmnvbFQuqWexfSGj1FyVP1TnNkpTaSmaiTbSxbZ"
"ATHERSYS, INC / NEW (ATHX) 10-Q for Q3, 2022","3201 CARNEGIE AVENUE,CLEVELAND,OH,44115-2634","https://alpha.auditchain.finance/analysis/QmXRSGXeoWrnmBjrmzVnPZ8xjAvZ4tAjo8hPjE6Q3fSsT5"
"ADMIRAL FINANCIAL CORP. () 10-Q for Q1, 2023","7101 SOUTHWEST 67TH AVENUE,SOUTH MIAMI,FL,33143","https://alpha.auditchain.finance/analysis/QmT8XYNLgygaNXgMdmPW441wwcPi2fyyvzqXhhXZUTa44S"
"BioCorRx Inc. () 10-Q for Q3, 2022","2390 EAST ORANGEWOOD AVENUE,ANAHEIM,CA,92806","https://alpha.auditchain.finance/analysis/QmXYWhVHtCRtuxN8YM6mihyZEXCneonwh8Rx9zasmBaXaR"
"CNL Healthcare Properties, Inc. () 10-Q for Q3, 2022","450 SOUTH ORANGE AVENUE,ORLANDO,FL,32801","https://alpha.auditchain.finance/analysis/QmW25BEjRJPbZYPGMJKhXzB95qRivvUD859VZotJYRy6XS"
"AGENUS INC (AGEN) 10-Q for Q3, 2022","3 FORBES ROAD,LEXINGTON,MA,02421","https://alpha.auditchain.finance/analysis/QmaiVYDrDkJpBKNsUiYMgRR33YjLo16x3eESXyPHayWiYF"
"COCA COLA CO (KO) 10-Q for Q3, 2022","ONE COCA COLA PLAZA,ATLANTA,GA,30313","https://alpha.auditchain.finance/analysis/Qmf4cbABqsjpmxZe82gDx3Egio7GgGktyHPBgk9p3iwDFH"
"Fluent, Inc. (FLNT) 10-Q for Q3, 2022","300 VESEY STREET,NEW YORK,NY,10282","https://alpha.auditchain.finance/analysis/QmdcmGw4HCnZH6nvJAeP9d8RyoSAP3LnqCdefdCBsqhAUY"
"AIR PRODUCTS AND CHEMICALS, INC. (APD) 10-K for FY, 2022","1940 AIR PRODUCTS BLVD.,ALLENTOWN,PA,18106-5500","https://alpha.auditchain.finance/analysis/QmcncR9whyArx9LxqFAHHR1P64hpgMyekvQK2aCJeL1WqE"
"COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION (CTSH) 10-Q for Q3, 2022","300 FRANK W. BURR BLVD., STE. 36, 6 FL.,TEANECK,NJ,07666","https://alpha.auditchain.finance/analysis/QmSR4iHkb39zynpTH79gYo1GPZQp1hMxh5ExjLueCrUKrb"
"ATN INTERNATIONAL, INC. (ATNI) 10-Q for Q3, 2022","500 CUMMINGS CENTER,BEVERLY,MA,01915","https://alpha.auditchain.finance/analysis/QmaYZYcLGxuLkwYddTDERJZf6KRY8VS6BJXZDuHieVg9HV"
"COHU INC (COHU) 10-Q for Q3, 2022","12367 CROSTHWAITE CIRCLE,POWAY,CA,92064-6817","https://alpha.auditchain.finance/analysis/QmaVpvXXxqmV5BGPpUbsCKpeS41JdiNpdGYgr9Lqz9o7BE"
"ATOSSA THERAPEUTICS, INC. (ATOS) 10-Q for Q3, 2022","107 SPRING STREET,SEATTLE,WA,98104","https://alpha.auditchain.finance/analysis/QmYiEsvLMwiCFkUmEHtsXGw4PM6uWqtdneKbbhyYjmfw8T"
"SUIC Worldwide Holdings Ltd. () 10-Q for Q3, 2022","136-20 38TH AVE.,FLUSHING,NY,11354","https://alpha.auditchain.finance/analysis/QmQAoJYN69zkVS7qokgVbE4YVDVkqjSoxSxv2tj6Dze5X8"
"AUSCRETE CORPORATION () 10-Q for Q3, 2022","504 WEST FIRST ST.,RUFUS,OR,97050","https://alpha.auditchain.finance/analysis/QmQXYmgdN4eFHzj3tacpuXQm6bKcudQLFkpXK1aL6wVPyg"
"Akamai Technologies, Inc (AKAM) 10-Q for Q3, 2022","145 BROADWAY,CAMBRIDGE,MA,02142","https://alpha.auditchain.finance/analysis/QmV9vZdzStME553q4rWsjk6yFVsdquZJ1hTuL3DTrRK7ak"
"AUTOLIV, INC. (ALV) 10-Q for Q3, 2022","3350 AIRPORT RD,OGDEN,UT,84405","https://alpha.auditchain.finance/analysis/QmaGL2m8eY7hx2sq4DyaoXmWCiG13WF5craNQgD2qRqSyC"
"ALAMO GROUP INC. (ALG) 10-Q for Q3, 2022","1627 E WALNUT,SEGUIN,TX,78155","https://alpha.auditchain.finance/analysis/Qma8V7aRPYPCL3HMNMP5DJivqefKP4gLcmuP2DFdXu3D7N"
"Enovis CORP (ENOV) 10-Q for Q3, 2022","2711 CENTERVILLE ROAD,WILMINGTON,DE,19808","https://alpha.auditchain.finance/analysis/QmepwkCSBTAXHngVERUUHB7KGJhUsfs8B6Ky4WWkQNrb1p"
"AUTONATION, INC. (AN) 10-Q for Q3, 2022","200 SW 1ST AVE,FORT LAUDERDALE,FL,33301","https://alpha.auditchain.finance/analysis/QmXQ7GLBVoiAU9zpcCGFKv9bkgqiYCknKpuXoTWp4H4iCi"
"ALASKA AIR GROUP, INC. (ALK) 10-Q for Q3, 2022","19300 INTERNATIONAL BOULEVARD,SEATTLE,WA,98188","https://alpha.auditchain.finance/analysis/QmU4g7KXY5T4otYc5aUS6VJZRNUpG1fGgXRnUQQDt4wDJt"
"Uniti Group Inc. (UNIT) 10-Q for Q3, 2022","2101 RIVERFRONT DRIVE, SUITE A,LITTLE ROCK,AR,72202","https://alpha.auditchain.finance/analysis/QmNS1YzWfnNQmJRENnsr7To3EKzJaV3u3sTG6m8A2ySUcm"
"THE COMMUNITY FINANCIAL CORPORATION (TCFC) 10-Q for Q3, 2022","3035 LEONARDTOWN RD,WALDORF,MD,20601","https://alpha.auditchain.finance/analysis/QmSxUk17RhFZXK6MMN7vJZzAbY3QsRfptd4TzDfqcxkePm"
"AVALONBAY COMMUNITIES, INC. (AVB) 10-Q for Q3, 2022","4040 WILSON BOULEVARD,ARLINGTON,VA,22203","https://alpha.auditchain.finance/analysis/QmUn1gqXgwMEdbXXaoCMUtWhNaDgh9ET7yeiAJzfxtG8Sb"
